row,comment,is_NL
13497,"Reset body attributes to their default values. The object hierarchy is left untouched, i.e. child objects are not removed. Alternate surfaces and locations are not removed either.",1
13498,An Abstract class with function receive. The implementation of this class can be passed in to the initReceive function and will be the callback for when notifications are received,1
13499,An Abstract class with function receive. The implementation of this class can be passed in to the initReceive function and will be the callback for when notifications are received,1
13500,This mechanism is required to enable the request to be processed in one thread (the main cogserver thread) while the communication with the client is handled by a separate thread.,1
13501,The <ResponseMechanism> is a very simple element structure that allows a requestor to pass extended protocol information The schema definition for ResponseMechanism is as follows :,1
13502,"Base class for static bitsequences, contains many abstract functions, so this can't be instantiated. It includes base implementations for rank0, select0 and select1 based on rank0.",1
13503,"The filename argument can be the name of a file or a directory. If a directory is passed, all files with the extension "".xml"" will be read from it. Subdirectories are not recursed.",1
13504,"Base class for static bitsequences, contains many abstract functions, so this can't be instantiated. It includes base implementations for rank0, select0 and select1 based on rank0.",1
13505,"Compute the a posteriori estimate of the system state, as well as the a posteriori estimate error variance. Version for one-dimensional systems without control input on the system.",1
13506,"Constructs a quaternion from an array of four scalars. Note that the imaginary part of the quaternion comes from array elements 0, 1, and 2, and the real part comes from element 3.",1
13507,"Constructs a quaternion from an array of four scalars. Note that the imaginary part of the quaternion comes from array elements 0, 1, and 2, and the real part comes from element 3.",1
13508,"Base class for static bitsequences, contains many abstract functions, so this can't be instantiated. It includes base implementations for rank0, select0 and select1 based on rank0.",1
13509,"Base class for static bitsequences, contains many abstract functions, so this can't be instantiated. It includes base implementations for rank0, select0 and select1 based on rank0.",1
13510,"Base class for static bitsequences, contains many abstract functions, so this can't be instantiated. It includes base implementations for rank0, select0 and select1 based on rank0.",1
13511,"Base class for static bitsequences, contains many abstract functions, so this can't be instantiated. It includes base implementations for rank0, select0 and select1 based on rank0.",1
13512,Produces a diagonal matrix with a regularisation value (lambda) on the diagonal that can be added to the data matrix. Lambda can either be fixed or calculated from the data matrix.,1
13513,"The purpose of this filter is simply to run a fully configured multi-resolution image registration method, and make sure the outputs come out in a consistent order. Inputs: Outputs:",1
13514,Interface to a fst table. A fst table is a temporary wrapper around an array of columnar data buffers. The table only exists to facilitate serialization and deserialization of data.,1
13515,Interface to a fst table. A fst table is a temporary wrapper around an array of columnar data buffers. The table only exists to facilitate serialization and deserialization of data.,1
13516,A node in the tree. It is a base abstract class from which any tree node must derive. It adds the links to place the node in the tree and provides iterators for traversing the tree.,1
13517,"The buffer class represents a data buffer used to communicate between two ports. This could potentially be used within Processors, but right now usage should be restricted to Ports.",1
13518,This is the base class for vector data providers. Data providers abstract the retrieval and writing (where supported) of feature and attribute information from a spatial datasource.,1
13519,"Storage, access, and manipulator for a raw ARGB graphic. Pixel data is stored in an array in ARGB format, with 1 byte per component. Pixels are ordered left-to-right, top-to-bottom.",1
13520,The default manifest is polled regularly and generates a notification upon change. The URI struct and the content pointer to must be valid throughout the lifetime of the application.,1
13521,The main intialization of the input node should happen in this method. It is called only after the initial configuration is applied. Needs to be overwritten by the implementing node.,1
13522,The main intialization of the input node should happen in this method. It is called only after the initial configuration is applied. Needs to be overwritten by the implementing node.,1
13523,"Override the default implementation, to allow that no particles are emitted if there is an incremental emission of particles (along a path), and the end of the line has been reached.",1
13524,Evaluates to the type that first matches the given predicate All arguments must be passed wrapped inside an identity. The function expects at least 1 argument to match the predicate.,1
13525,"Keeps track of the ID's for two pairs of body parts that can, or cannot collide. This is primarily used in the collision exclusion list to disable collisions between the two objects.",1
13526,Version of compute_Numerical_Flux_fptr_T computing the numerical fluxes and Jacobians using the Lax-Friedrichs method. See comments for compute_Numerical_Flux_T_euler_lax_friedrichs.,1
13527,Represents the height/width of your display area.. used if mouse clipping or mouse grabbed in case of X11 - defaults to 50.. Make sure to set this and change when your size changes..,1
13528,Represents the height/width of your display area.. used if touch clipping or touch grabbed in case of X11 - defaults to 50.. Make sure to set this and change when your size changes..,1
13529,"The Mesh tries to load all textures of the map. There are currently no additional methods in this class, but maybe there will be some in later releases if there are feature requests.",1
13530,"This class holds all traffic light logics (programs) and their variants during the simulation. In addition, the schedule for switching between different tls programs are also stored.",1
13531,"This class creates an index able to represent any type of observation, correction, model parameter or other data value of interest for GNSS data processing. Or using the constructor:",1
13532,"This class creates an index able to represent any type of observation, correction, model parameter or other data value of interest for GNSS data processing. Or using the constructor:",1
13534,"Override the default implementation, to allow that no particles are emitted if there is an incremental emission of particles (along a path), and the end of the line has been reached.",1
13535,Represents the height/width of your display area.. used if mouse clipping or mouse grabbed in case of X11 - defaults to 50.. Make sure to set this and change when your size changes..,1
13536,Represents the height/width of your display area.. used if touch clipping or touch grabbed in case of X11 - defaults to 50.. Make sure to set this and change when your size changes..,1
13537,"This counter subclass is an API-agnostic wrapper for the D3D10 performance counting API. D3D9 or OGL support could, in theory, be added, possibly by adding engine support for UniPerf.",1
13538,This class should be implemented to use the information that is passed to it via from the p3ConnectMngr Useful information is sent via ticks such as a peer's state and a peer's action,1
13539,"Abstract base class for policies valid for POMDPs. Provides a useful macro to check state validity and an ""isa"" relationship for compile-time/initialization-time checking of Policies.",1
13540,"Abstract base class for policies valid for POMDPs. Provides a useful macro to check state validity and an ""isa"" relationship for compile-time/initialization-time checking of Policies.",1
13541,This unified api allows algorithms nd functions to work on different graph types if those are provided via template parameter. This makes the graph storage and access highly flexible.,1
13542,Abstract interface class for dynamic triangle meshes. The surface reconstruction algorithm can handle all all data structures that allow sequential insertion all of indexed triangles.,1
13543,"This class creates a cost evaluator which adds the evaluation of two different cost values, gradients, and hessians. Given two cost evaluators, this class adds their results together.",1
13544,"Read the obj file for which the normals, if specified, should be indicated at each vertex. In other words, the same vertex at different faces should be specified with the same normal.",1
13545,"This is the implementation of a class that is used to It supports the following interfaces:
Code:
class LightNode : public Node {
public:
  LightNode(){};
  virtual ~LightNode(){};
};",1
13546,"Finds the internal cells that will be ghost cells for the processors with the specified ranks. During data exchange, these cells will be the sources form which data will be read from.",1
13547,"Prepare space to insert an entry. Some checks are performed (rank, TTL), the current entry in cache is copied with a hole ready for the new entry (old one of the same type is cut out).",1
13548,The <EncryptedData> element is an abstract type which builds on the EncryptedType element for encrypted data (as opposed to encrypted keys). The schema for EncryptedData is as follows:,1
13549,A generic record that holds information for genotyping a variant across multiple samples. Maintains read information and allows for additional reads till VCF record can be printed out.,1
13550,A generic record that holds information for genotyping a variant across multiple samples. Maintains read information and allows for additional reads till VCF record can be printed out.,1
13551,A generic record that holds information for genotyping a variant across multiple samples. Maintains read information and allows for additional reads till VCF record can be printed out.,1
13552,A generic record that holds information for genotyping a variant across multiple samples. Maintains read information and allows for additional reads till VCF record can be printed out.,1
13554,A generic record that holds information for genotyping a variant across multiple samples. Maintains read information and allows for additional reads till VCF record can be printed out.,1
13555,Clase encargada del particionamiento de de un fichero de texto en bloques fundamentales (tokens) de un conjunto dado como parmetro y teniendo en cuenta unos delimitadores determinados.,1
13556,"Objects of this class describes point of intrests. These might be of several types, e.g. company or airport (described by the pointOfInterest_t). All are located at one street segment.",1
13557,This class knows how to walk the vertices in a pool quickly in consecutive order. The iterator can also update a vertex in place. Do not delete the vertex array while you are iterating.,1
13558,This class knows how to walk the vertices in a pool quickly in consecutive order. The iterator can also update a vertex in place. Do not delete the vertex array while you are iterating.,1
13559,"This class represents one filter (one block) from the re_filterfile. If there is more than one filter in the file, the file will be represented by a chained list of re_filterfile specs.",1
13560,Base class of the coverage profiler that adds default implementations for all unneeded callback functions. The callbacks the profiler needs are implemented (overridden) in the subclass.,1
13561,"Append an array of recovery journal entries from a journal block sector to the array of numbered mappings in the rebuild completion, numbering each entry in the order they are appended.",1
13562,"This is the Mueller and Mller (M&M) timing error detector algorithm class. It is a decision directed timing error detector, and requires an input slicer constellation to make decisions.",1
13563,The timer will reload its settings (time interval and number of cycles) if it is already started. It has not effect otherwise. Prefer to use this method instead of restarting the timer.,1
13564,"Tries to acquire a writer lock for the state variable or upgrade an acquired reader lock to a writer lock. If the lock could not be acquired, the error parameter will return a conflict.",1
13565,"Add annotation for the icon rappresentation of the model. Furthermore, add to the graph the flange components and the flange joint connections, for subsequent use in the diagram layout.",1
13566,Opens a new PIMA session with the attached device. This should be used before any session-orientated PIMA commands are issued to the device. Only one session can be open at the one time.,1
13567,"Test runner callback interface. Can be implemented by caller to update tests results in real-time. User can implement any of callback methods, and leave unused in default implementation.",1
13568,basic solver for Ax = b which has to reimplemented for different linear algebra libraries. A is assumed to be symmetric (only upper triangular block is stored) and positive-semi-definit.,1
13569,"This class is used to construct a forstner interest operator. For this class, the interest is always positive with the worst interest amount being 0. The higher the interest, the better.",1
13570,"This class is used to construct a gradient interest operator. For this class, the interest is always positive with the worst interest amount being 0. The higher the interest, the better.",1
13571,"This helper returns a temporary String with the subscription's channel (or a string representing the filter). To keep the string beyond the lifetime of the subscription, copy the string.",1
13572,basic solver for Ax = b which has to reimplemented for different linear algebra libraries. A is assumed to be symmetric (only upper triangular block is stored) and positive-semi-definit.,1
13573,Opens a new PIMA session with the attached device. This should be used before any session-orientated PIMA commands are issued to the device. Only one session can be open at the one time.,1
13574,Opens a new PIMA session with the attached device. This should be used before any session-orientated PIMA commands are issued to the device. Only one session can be open at the one time.,1
13575,"Greedy A-Optimality criterion. Used for learning the function, not to minimize. Some authors name it I-optimality because it minimizes the error on the prediction, not on the parameters.",1
13576,"Perform initial guess of smoothing. In the abscence of more sophisticated techniques, we guess the smoothing length assuming a uniform density medium with the same volume and total mass.",1
13577,"The HarrisPriester class computes the Harris-Priester atmosphere model. This code is from Montenbruck. Good for 100 - 2000 km altitude only. This Model is checked on Sep 28th,2009, OK!!!",1
13578,Opens a new PIMA session with the attached device. This should be used before any session-orientated PIMA commands are issued to the device. Only one session can be open at the one time.,1
13579,"The default printing class for standard text output to the console. Also contains logic for printing in Mathematica and Maple format, to be split off in a separate class hierarchy later.",1
13580,"make a COPY of this string contents -if it was mode:ConcatdSlices, create a continuous string. also NULL terminated -if it was simple, crate a COPY un a new allocd space, NULL terminated",1
13581,Opens a new PIMA session with the attached device. This should be used before any session-orientated PIMA commands are issued to the device. Only one session can be open at the one time.,1
13582,This class is used for path-planning problems on a topology without any obstacles. This class can also be used to attach a new distance-metric or random-sampler to a given topology type.,1
13583,"For separate band model, the DS buffer is not used, the read is direct in the buffer For pixel interleaved model, the DS buffer holds the temp copy and all the other bands are force read",1
13584,"The number of channel is provided by the functor: TFunction::GetOutputSize. If this number is lower or equal to zero, the behavior of the itk::BinaryFunctorImageFilter remains unchanged.",1
13585,"Handle an object being added to this node. This adds the object to the directory, pushes the object to other nodes if necessary, and cancels any outstanding Pull requests for the object.",1
13586,"Gets list of config option names for each config option of this->def, which has a static counter-part defined by the derived object and which could be resolved by this->optptr(key) call.",1
13587,Opens a new PIMA session with the attached device. This should be used before any session-orientated PIMA commands are issued to the device. Only one session can be open at the one time.,1
13588,"The HarrisPriester class computes the Harris-Priester atmosphere model. This code is from Montenbruck. Good for 100 - 2000 km altitude only. This Model is checked on Sep 28th,2009, OK!!!",1
13589,"Generic interface representing a media transport object. Implemented by VoiceEngineDatagramSocket, VoiceEngineConnectionSocket, and any other class which provides RTP transport of media.",1
13590,"Task that runs a function on each block a matrix that (1) is partioned by row, (2) has row factors that are also partitioned by row, (3) has column factors that are stored on every node.",1
13591,Mostly used by 2D GUI elements and for 2D drawing methods. It has 2 positions instead of position and dimension and a fast method for collision detection with other rectangles and points.,1
13592,"In order to ensure that all algorithms have the same interface when it comes to storing/loading of the trained model, this interface is to be implemented by each separate algorithm model.",1
13593,"This represents a signed transaction that will never have its operations, signatures etc. modified again, after initial creation. It is therefore safe to cache results from various calls.",1
13594,"This class reads and stores Ionosphere maps. It computes TEC and RMS values with respect to time and receiver position. Based on extracted TEC values, it calculates the ionospheric delay.",1
13595,"The function can be in any form and its input and output can have arbitrary types as long as the input type, output type and step type support the +, * and / operation between each other.",1
13596,"Function that every derived worker thread may implement. After finish was requested, this function will be called. Typically last calls to save functions can be put in the implementation.",1
13597,Mostly used by 2D GUI elements and for 2D drawing methods. It has 2 positions instead of position and dimension and a fast method for collision detection with other rectangles and points.,1
13598,"All of the fields are 32 bit, even though most could be 8 bit. This avoids overflow when doing carries for arithmetic or normalization. All fields have signed values for the same reasons.",1
13600,"Class for couple of 'overlapping' models, i.e. neighboring graph edge (connecting two collision models). Mostly used by broadphase colliders, for example like in ChSweepAndPrune() engine.",1
13601,"This class reads and stores Ionosphere maps. It computes TEC and RMS values with respect to time and receiver position. Based on extracted TEC values, it calculates the ionospheric delay.",1
13602,"Each module that wishes to be traced registers a set of callbacks stored in this class. When the trace file is being constructed, this class provides the callback routines to be executed.",1
13603,"Objects of this class describes point of intrests. These might be of several types, e.g. company or airport (described by the pointOfInterest_t) but all are located at one street segment.",1
13604,"Splits counters such that each public counter is in its own pass (or multiple passes as needed). In internal builds, the additional internal counters will also each go into their own pass.",1
13605,"This is the class used to model the predation of stocks by a fleet that will catch a specified number of preys, calculating the catch by numbers, and not by biomass, of the prey available.",1
13606,"Constructs a 128-bit floating-point vector of [2 x double], with each of the two double-precision floating-point vector elements set to the specified double-precision floating-point value.",1
13608,"Input 0 is assumed to be V, and input 1 is assumed to be U. So output is Input1 + (lambda * Input2). It was originally made to implement step 4 in Das et. al. NeuroImage 45 (2009) 867-879.",1
13609,Abstract class defining models in which the likelihood of the sequence is factorable in the sense that they can be expressed as a product of terms evaluated at each position in a sequence.,1
13610,"The main commandline argument parsing function. Defines the cmdline options and distinguishes option types (flow, general, ...) and tokenizes flow options which can have several endpoints.",1
13612,"Add a new stream to a media file. Can only be called in the read_header() function. If the flag AVFMTCTX_NOHEADER is in the format context, then new streams can be added in read_packet too.",1
13613,"Add a new stream to a media file. Can only be called in the read_header() function. If the flag AVFMTCTX_NOHEADER is in the format context, then new streams can be added in read_packet too.",1
13614,This is a private constructor which allows for the creation of new dates. It is not exposed to users since that would require class users to understand the inner workings of the date class.,1
13615,Stores a single preference's value in variant form. Provides an easy means of converting the value to string or other value types. This class was designed to be efficiently passed by value.,1
13616,Fill an array of meta_compiler_workshop_sources with the string constants of Input texts for the meta compiler workshop The array must be large enough to accommodate the number Text entries,1
13617,"Add a new stream to a media file. Can only be called in the read_header() function. If the flag AVFMTCTX_NOHEADER is in the format context, then new streams can be added in read_packet too.",1
13618,"Add a new stream to a media file. Can only be called in the read_header() function. If the flag AVFMTCTX_NOHEADER is in the format context, then new streams can be added in read_packet too.",1
13619,"This class creates a quadratic cost evaluator which lumps the evaluation of the cost value, gradient, and hessian for a quadratic function defined by a center vector and a symmetric matrix.",1
13620,This class is a base class that defines the interface for the classes that implement methods used in path-based and link-based algorithms when the step size is calculated throw line search.,1
13622,"This method is called when the input node is to be stopped. As it is asynchronous to the node's working thread, it need to be thread safe and should bring the node's main function to a stop.",1
13624,"Adds a new stream to a media file. Can only be called in the read_header() function. If the flag AVFMTCTX_NOHEADER is in the format context, then new streams can be added in read_packet too.",1
13625,"2D Path iterator. Porting layer creates a subclass of this. It allows Ganesh to parse the top-level API's 2D paths. Supports lines, quadratics, and cubic pieces and moves (multi-part paths).",1
13626,This class implements a prismatic joint in 2D space. A generalized coordinate is used to represent the joint's linear displacement between a base coordinate frame to an end coordinate frame.,1
13627,This class implements a prismatic joint in 3D space. A generalized coordinate is used to represent the joint's linear displacement between a base coordinate frame to an end coordinate frame.,1
13628,This class implements a revolute joint in 2D space. A generalized coordinate is used to represent the joint's angular displacement between a base coordinate frame to an end coordinate frame.,1
13629,This class implements a revolute joint in 3D space. A generalized coordinate is used to represent the joint's angular displacement between a base coordinate frame to an end coordinate frame.,1
13630,"Searches for sons with tag name sonsName. Returns the sons via a list with pointers to the sons. Returns true if at least one son was found. Returns false otherwise, sons is set to NULL. NEW",1
13631,"Before each resolution level an IterationEvent is invoked providing an opportunity for a user interface to change any of the components, change component parameters, or stop the registration.",1
13632,This class defines the generic interface for an iterative image reconstruction and registration method. This class is templated over the type of the images to be reconstructed and registered.,1
13633,"The user specifies the combining function, the arguments ('sln1', 'sln2', 'sln3'), and optionally the 'item' for each argument, which can be any of H2D_FN_VAL_0, H2D_FN_DX_0, H2D_FN_DY_0 etc.",1
13634,"The user specifies the combining function, the arguments ('sln1', 'sln2', 'sln3'), and optionally the 'item' for each argument, which can be any of H2D_FN_VAL_0, H2D_FN_DX_0, H2D_FN_DY_0 etc.",1
13636,"Add a new stream to a media file. When demuxing, it is called by the demuxer in read_header(). If the flag AVFMTCTX_NOHEADER is set in s.ctx_flags, then it may also be called in read_packet().",1
13637,Called when the application is being destroyed. This should be used to cleanup memory and references to other systems. System destruction occurs in the reverse order to which they were created,1
13638,"Decode one audio frame and return its uncompressed size. The processed audio frame is decoded, converted if required, and stored in is->audio_buf, with size in bytes given by the return value.",1
13639,"Add a new stream to a media file. When demuxing, it is called by the demuxer in read_header(). If the flag AVFMTCTX_NOHEADER is set in s.ctx_flags, then it may also be called in read_packet().",1
13640,"NetPDL uses several internal lookup tables to perform its tasks. This class allow to get access to these lookup tables, and to read, modify, create (and more) lookup entries and lookup tables.",1
13643,Version of compute_Numerical_Flux_fptr_T computing the numerical fluxes using the Lax-Friedrichs method. The implementation was copied from that of [Hesthaven et al.'s Nodal DG code][hest_lf].,1
13644,"Add a new stream to a media file. When demuxing, it is called by the demuxer in read_header(). If the flag AVFMTCTX_NOHEADER is set in s.ctx_flags, then it may also be called in read_packet().",1
13645,"Decode one audio frame and return its uncompressed size. The processed audio frame is decoded, converted if required, and stored in is->audio_buf, with size in bytes given by the return value.",1
13646,The <StatusResult> is used for Asynchronous processing and allows a client to determing whether a Pending response is ready for return. The schema definition for StatusResponse is as follows :,1
13647,"Add a new stream to a media file. When demuxing, it is called by the demuxer in read_header(). If the flag AVFMTCTX_NOHEADER is set in s.ctx_flags, then it may also be called in read_packet().",1
13648,"Intended to be called by stateful APIs such as the functions provided by ""al.h"". This is called by the alcGetCurrentContext() function. Returns null if no audio context is currently available.",1
13649,"Add a new stream to a media file. When demuxing, it is called by the demuxer in read_header(). If the flag AVFMTCTX_NOHEADER is set in s.ctx_flags, then it may also be called in read_packet().",1
13650,"This method is invoked by the generic application when a maneuver message is received. The maneuver must not free the memory of the message, as this might be needed by other maneuvers as well.",1
13651,This class implements the dry-frictional revolute joint model for 2D. Dry friction model uses the micro-slip model of Coulomb friction and the friction is prepared for compensation by the VMC.,1
13652,This class implements the dry-frictional revolute joint model for 3D. Dry friction model uses the micro-slip model of Coulomb friction and the friction is prepared for compensation by the VMC.,1
13653,"Add a new stream to a media file. When demuxing, it is called by the demuxer in read_header(). If the flag AVFMTCTX_NOHEADER is set in s.ctx_flags, then it may also be called in read_packet().",1
13654,"Add a new stream to a media file. When demuxing, it is called by the demuxer in read_header(). If the flag AVFMTCTX_NOHEADER is set in s.ctx_flags, then it may also be called in read_packet().",1
13655,"Decode one audio frame and return its uncompressed size. The processed audio frame is decoded, converted if required, and stored in is->audio_buf, with size in bytes given by the return value.",1
13656,"Add a new stream to a media file. When demuxing, it is called by the demuxer in read_header(). If the flag AVFMTCTX_NOHEADER is set in s.ctx_flags, then it may also be called in read_packet().",1
13657,"Main update function, called every frame prior to rendering Any window that requires updating on a frame by frame basis (such as to maintain timers and the like) should override this function.",1
13658,"Issues a PREVENT MEDIUM REMOVAL command, to logically (or, depending on the type of device, physically) lock the device from removal so that blocks of data on the medium can be read or altered.",1
13659,Update Client call for informing the Control Center about the current download progress. The Control Center will send this to the appication handler and the monitor if either/both are attached.,1
13661,"Issues a PREVENT MEDIUM REMOVAL command, to logically (or, depending on the type of device, physically) lock the device from removal so that blocks of data on the medium can be read or altered.",1
13662,Called when the owning state is being destroyed. This should be used to cleanup memory and references to other systems. System destruction occurs in the reverse order to which they were created,1
13663,"Same as av_buffersink_get_frame(), but with the ability to specify the number of samples read. This function is less efficient than av_buffersink_get_frame(), because it copies the data around.",1
13667,A class which allows to specify a user-defined function for evaluating the constraint product at the current iterate to speed-up QP solution in case of a specially structured constraint matrix.,1
13668,A class which allows to specify a user-defined function for evaluating the constraint product at the current iterate to speed-up QP solution in case of a specially structured constraint matrix.,1
13669,The stop function is run once when the gameloop is stopped. Use it for removing temporary data between runs. Reimplement this function if you have something that needs cleaning up between runs.,1
13670,"Issues a PREVENT MEDIUM REMOVAL command, to logically (or, depending on the type of device, physically) lock the device from removal so that blocks of data on the medium can be read or altered.",1
13671,"Issues a PREVENT MEDIUM REMOVAL command, to logically (or, depending on the type of device, physically) lock the device from removal so that blocks of data on the medium can be read or altered.",1
13672,Term in the ideal-gas specific heat equation that is based on Aly-Lee formulation All the terms are of the form cp0 = A + B*((C/T)/sinh(C/T))^2 + D*((E/T)/cosh(E/T))^2 Note the LHS is NOT cp0/R,1
13673,"Issues a PREVENT MEDIUM REMOVAL command, to logically (or, depending on the type of device, physically) lock the device from removal so that blocks of data on the medium can be read or altered.",1
13674,This is a stub implementation of most of the methods in nsIXPCScriptable note that this is expected to be subclassed and appropriate methods overridden - this doesn't even implement nsISupports,1
13675,"Issues a PREVENT MEDIUM REMOVAL command, to logically (or, depending on the type of device, physically) lock the device from removal so that blocks of data on the medium can be read or altered.",1
13676,"Generic interface representing a media transport object. Implemented by VoiceEngineDatagramSocket, VoiceEngineConnectionSocket, and any other class which provides RTP transport for VoiceEngine.",1
13677,A class which allows to specify a user-defined function for evaluating the constraint product at the current iterate to speed-up QP solution in case of a specially structured constraint matrix.,1
13678,The base class all cell types the worksheet can consist of are derived from Also every list of Cells can be a branch of a tree since every math cell contains a pointer to its parent group cell.,1
13679,"First, the state machine attempts to fetch the certificate. When the certificate has been fetched, the state machine validates the signature, then alerts the calling application with the result.",1
13680,Called when the application becomes the active application. This is also called on first run immediately following On Resume. System foregrounded is called in the order the systems were created.,1
13681,Jacobian entry is an abstraction that allows to describe constraints it can be used in combination with a constraint solver Can be used to relate the effect of an impulse to the constraint error,1
13682,Class Constructor - arbitrary digital interface. Instantiate a new instance of the class. The parameters passed are used to connect the software to the hardware. Multiple instances may co-exist.,1
13683,Jacobian entry is an abstraction that allows to describe constraints it can be used in combination with a constraint solver Can be used to relate the effect of an impulse to the constraint error,1
13684,Jacobian entry is an abstraction that allows to describe constraints it can be used in combination with a constraint solver Can be used to relate the effect of an impulse to the constraint error,1
13685,Jacobian entry is an abstraction that allows to describe constraints it can be used in combination with a constraint solver Can be used to relate the effect of an impulse to the constraint error,1
13686,"Examples of agents are person, organisation or software. These agents should be annotated with additional information, such as software version, needed to be able to run the same software again.",1
13687,"Examples of agents are person, organisation or software. These agents should be annotated with additional information, such as software version, needed to be able to run the same software again.",1
13688,Write the code and data in the assembler buffer into an ELF binary. Program headers as well as section headers for code and data are written. This way inspection via objdump automatically works.,1
13689,additional formatting for line of source code. every line of source code in a source code file should be sent one after the other to this function. indents event tables unindents the case blocks,1
13690,"Representation of erlang Refs. A ref has 3 parameters, nodeName, ids and creation number The ids There are two styles of Erlang refs, old style (one id value) and new style (array of id values).",1
13691,"Class representing a generic J2534 Connection created by PassThruConnect, and is associated with a channelID given to the J2534 API user. Subclasses implement specific J2534 supported protocols.",1
13692,Jacobian entry is an abstraction that allows to describe constraints it can be used in combination with a constraint solver Can be used to relate the effect of an impulse to the constraint error,1
13693,"Method to fetch (as string) the first value of a given variable list. In this context, a variable list is the same as a variable but it is composed of several parts (words), separated by spaces.",1
13694,Associate user data with a panel. We use templates to provide a typesafe mechanism to associate user data with a panel. A NCursesUserPanel<T> is a panel associated with some user data of type T.,1
13695,"This class computes the acceleration due to drag on a satellite using an Earth atmosphere model that conforms to the computeDensity abstract method. This Model is checked on Sep 28th,2009, OK!!!",1
13696,"Comparator that compares two flex_list value with given ascending/descending order. Order value ""true"" means ascending, ""false"" means descending it compares all values in the two flex_list types",1
13697,Optimize the cut order to minimize transit time. Simplistic greedy algorithm: look for the closest vector that starts or ends at the same point as the current point. This does not split vectors.,1
13698,"A class of manager objects for merge sorting objects of type T. We will actually use one of two subclasses of this class which use either a comparison object, or the binary comparison operator <.",1
13699,Represents a simple (non-intersecting) convex polygon. Polygons aren't validated on creation; it is the responsiblity of the user to ensure that a valid sequence of points is provided beforehand.,1
13700,This function creates a new thread task object. Such a task object is used by the worker to hand over I/O tasks to the corresponding threads. The actual I/O work is performed by the threads then.,1
13701,"A trajectory stores two fields: id: int geom: a pointer to OGRLineString It is constructed with ID and a pointer to an OGRLineString object. When it is destructed, the geom pointer will be freed.",1
13702,This routine instructs the kernel event logger not to record context switch events for the calling thread. It is typically called by the thread that retrieves events from the kernel event logger.,1
13703,Sequence finished callback. This gets called when the sequence thread is stopped - either by naturally ending or by a call to stopSequence. Use this function to return any outputs to safe states.,1
13704,"Creates a random position for a host if the position is not given as a parameter in ""omnetpp.ini"". If the speed of the host is bigger than 0 a first MOVE_HOST self message is scheduled in stage 1",1
13705,Built-in implementation of Knuth's Lagged Fibonacci generator. This implementation is directly derived from Knuth's C code and generates the same random number sequence as the GSL implementation.,1
13707,Background: The TOOL is something held by the robot. It is located relative to robot wrist/tool plate. The WOBJ is something that exists in the world/global environment that is not held by robot.,1
13708,"Objekt, das es ermglicht eine zweite Funktion zwischzuschalten, die immer kurz vor dem eigentlichen callback aufgerufen wird. Die zweite Funktion wird mit einem Funktionszeiger-Objekt gespeichert.",1
13709,Customers can implement this abstract class to track when certain events happen under the hood in the ARIA SDK. The callback is synchronously executed within the context of the ARIA worker thread.,1
13710,"This class is used to construct a standard deviation interest operator. For this class, the interest is always positive with the worst interest amount being 0. The higher the interest, the better.",1
13711,The <RevokeRequest> is one of the message types of the X-KRMS service. It is used when a client wishes to revoke a key known to the service. The schema definition for RevokeRequest is as follows :,1
13712,This is the Signal times Slope Maximum Likelihood solution approximation timing error detector algorithm class. This approximation is good for small signals (< 1.0) and/or situations with low SNR.,1
13713,returns string which contains all features of a control point used for detecting duplicate control points in the string the image numbers are sorted ascending to cover also mirrored control points,1
13714,This class can be used as container for the ND-Grid and stores only 1 element It implements a replace-policy on inserting new elements. Maybe this policy could be shifted into a template parameter?,1
13715,"Clears the values of all the time fields, making them both unset and assigning them a value of zero. The field values will be determined during the next resolving of time into time fields.  ICU 2.0",1
13716,"This class is used to calculate the probability distribution function, the cumulative distribution function, and the inverse cumulative distribution function of a gaussian (or normal) distribution.",1
13717,"This class provides extra information about a stack frame that was provided by a specific stack frame recognizer. Right now, this class only holds recognized arguments (via GetRecognizedArguments).",1
13718,Interface defining inhomogeneous models in which the likelihood of the sequence is factorable in the sense that they can be expressed as a product of terms evaluated at each position in a sequence.,1
13719,This class represents a mathematical expression as encoded using CGP and contains algorithms to compute its value (numerical and symbolical) and its derivatives as well as to mutate the expression.,1
13720,This is the Signum times Slope Maximum Likelihood solution approximation timing error detector algorithm class. This approximation is good for large signals (> 1.0) and/or situations with high SNR.,1
13721,"A single (one observation from one sv), Observed Range Deviation (ORD). It contains all of the parameters that define an ORD and includes metadata on ORD computation such as SV position and health.",1
13722,"Constructs a quaternion from a four-element vector. Note that the imaginary (vector) part of the quaternion comes from lanes 0, 1, and 2 of the vector, and the real (scalar) part comes from lane 3.",1
13723,"Constructs a quaternion from a four-element vector. Note that the imaginary (vector) part of the quaternion comes from lanes 0, 1, and 2 of the vector, and the real (scalar) part comes from lane 3.",1
13724,"Toutes les combinaisons de mouvement retournes sont garanties d'tre valides, ce qui inclut d'utiliser un maximum de ds. Il peut y avoir des doublons ou des quivalences dans les mouvements retourns.",1
13725,"A single (one observation from one sv), Observed Range Deviation (ORD). It contains all of the parameters that define an ORD and includes metadata on ORD computation such as SV position and health.",1
13726,Select a set of bucket-delineating sample suffixes such that no bucket is greater than the requested upper limit. Some care is taken to make each bucket's size close to the limit without going over.,1
