filename	comment	preds	stripped_code
Proxmark-proxmark3-fdd9395/client/cmdhf15.c	Commandline handling: HF15 CMD READMULTI Read multiple blocks at once (not all tags support this)	2	"int CmdHF15CmdReadmulti(const char *Cmd) {
  UsbCommand resp;
  uint8_t *recv;
  UsbCommand c = {CMD_ISO_15693_COMMAND, {0, 1, 1}};
  uint8_t *req = c.d.asBytes;
  int reqlen = 0, pagenum, pagecount;
  char cmdbuf[100];
  char *cmd = cmdbuf;
  char output[2048] = """";

  strncpy(cmd, Cmd, 99);

  if (strlen(cmd) < 3) {
    PrintAndLog(
        ""Usage:  hf 15 cmd readmulti  [options] <uid|s|u|*> <start#> <count#>"");
    PrintAndLog(""           options:"");
    PrintAndLog(""               -2        use slower '1 out of 256' mode"");
    PrintAndLog(""           uid (either): "");
    PrintAndLog(""               <8B hex>  full UID eg E011223344556677"");
    PrintAndLog(""               s         selected tag"");
    PrintAndLog(""               u         unaddressed mode"");
    PrintAndLog(""               *         scan for tag"");
    PrintAndLog(""           start#:       page number to start 0-255"");
    PrintAndLog(""           count#:       number of pages"");
    return 0;
  }

  prepareHF15Cmd(&cmd, &c, (uint8_t[]){ISO15693_READ_MULTI_BLOCK}, 1);
  reqlen = c.arg[0];

  pagenum = strtol(cmd, NULL, 0);

  while (*cmd != ' ' && *cmd != '\t')
    cmd++;

  while (*cmd == ' ' || *cmd == '\t')
    cmd++;

  pagecount = strtol(cmd, NULL, 0);
  if (pagecount > 0)
    pagecount--;

  req[reqlen++] = (uint8_t)pagenum;
  req[reqlen++] = (uint8_t)pagecount;

  reqlen = AddCrc(req, reqlen);

  c.arg[0] = reqlen;

  SendCommand(&c);

  if (WaitForResponseTimeout(CMD_ACK, &resp, 1000) && resp.arg[0] > 2) {
    recv = resp.d.asBytes;
    if (ISO15693_CRC_CHECK == Crc(recv, resp.arg[0])) {
      if (!(recv[0] & ISO15693_RES_ERROR)) {
        *output = 0;
        for (int i = 1; i < resp.arg[0] - 2; i++) {
          sprintf(output + strlen(output), ""%02X "", recv[i]);
        }
        strcat(output, ""   "");
        for (int i = 1; i < resp.arg[0] - 2; i++) {
          sprintf(output + strlen(output), ""%c"",
                  recv[i] > 31 && recv[i] < 127 ? recv[i] : '.');
        }
        PrintAndLog(""%s"", output);
      } else {
        PrintAndLog(""Tag returned Error %i: %s"", recv[0], TagErrorStr(recv[0]));
      }
    } else {
      PrintAndLog(""CRC failed"");
    }
  } else {
    PrintAndLog(""no answer"");
  }

  return 0;
}"
Davion8948-AndroidVideoPlayer-3f492c5/jni/ffmpeg-2.0.1/libavfilter/avfilter.c	"Negotiate the media format, dimensions, etc of all inputs to a filter."	2	"int avfilter_config_links(AVFilterContext *filter) {
  int (*config_link)(AVFilterLink *);
  unsigned i;
  int ret;

  for (i = 0; i < filter->nb_inputs; i++) {
    AVFilterLink *link = filter->inputs[i];
    AVFilterLink *inlink;

    if (!link)
      continue;

    inlink = link->src->nb_inputs ? link->src->inputs[0] : NULL;
    link->current_pts = AV_NOPTS_VALUE;

    switch (link->init_state) {
    case AVLINK_INIT:
      continue;
    case AVLINK_STARTINIT:
      av_log(filter, AV_LOG_INFO, ""circular filter chain detected\n"");
      return 0;
    case AVLINK_UNINIT:
      link->init_state = AVLINK_STARTINIT;

      if ((ret = avfilter_config_links(link->src)) < 0)
        return ret;

      if (!(config_link = link->srcpad->config_props)) {
        if (link->src->nb_inputs != 1) {
          av_log(link->src, AV_LOG_ERROR,
                 ""Source filters and filters ""
                 ""with more than one input ""
                 ""must set config_props() ""
                 ""callbacks on all outputs\n"");
          return AVERROR(EINVAL);
        }
      } else if ((ret = config_link(link)) < 0) {
        av_log(link->src, AV_LOG_ERROR,
               ""Failed to configure output pad on %s\n"", link->src->name);
        return ret;
      }

      switch (link->type) {
      case AVMEDIA_TYPE_VIDEO:
        if (!link->time_base.num && !link->time_base.den)
          link->time_base = inlink ? inlink->time_base : AV_TIME_BASE_Q;

        if (!link->sample_aspect_ratio.num && !link->sample_aspect_ratio.den)
          link->sample_aspect_ratio =
              inlink ? inlink->sample_aspect_ratio : (AVRational){1, 1};

        if (inlink && !link->frame_rate.num && !link->frame_rate.den)
          link->frame_rate = inlink->frame_rate;

        if (inlink) {
          if (!link->w)
            link->w = inlink->w;
          if (!link->h)
            link->h = inlink->h;
        } else if (!link->w || !link->h) {
          av_log(link->src, AV_LOG_ERROR,
                 ""Video source filters must set their output link's ""
                 ""width and height\n"");
          return AVERROR(EINVAL);
        }
        break;

      case AVMEDIA_TYPE_AUDIO:
        if (inlink) {
          if (!link->time_base.num && !link->time_base.den)
            link->time_base = inlink->time_base;
        }

        if (!link->time_base.num && !link->time_base.den)
          link->time_base = (AVRational){1, link->sample_rate};
      }

      if ((config_link = link->dstpad->config_props))
        if ((ret = config_link(link)) < 0) {
          av_log(link->src, AV_LOG_ERROR,
                 ""Failed to configure input pad on %s\n"", link->dst->name);
          return ret;
        }

      link->init_state = AVLINK_INIT;
    }
  }

  return 0;
}"
asogor-thrift-as3-d2691bd/compiler/cpp/src/generate/t_js_generator.cc	Generates the read() method for a struct	2	"void t_js_generator::generate_js_struct_reader(ofstream &out,
                                               t_struct *tstruct) {
  const vector<t_field *> &fields = tstruct->get_members();
  vector<t_field *>::const_iterator f_iter;

  out << js_namespace(tstruct->get_program()) << tstruct->get_name()
      << "".prototype.read = function(input){ "" << endl;

  indent_up();

  indent(out) << ""var ret = input.readStructBegin()"" << endl;

  indent(out) << ""while (1) "" << endl;

  scope_up(out);

  indent(out) << ""var ret = input.readFieldBegin()"" << endl;
  indent(out) << ""var fname = ret.fname"" << endl;
  indent(out) << ""var ftype = ret.ftype"" << endl;
  indent(out) << ""var fid   = ret.fid"" << endl;

  indent(out) << ""if (ftype == Thrift.Type.STOP) "" << endl;
  indent_up();
  indent(out) << ""break"" << endl;
  indent_down();

  indent(out) << ""switch(fid)"" << endl;

  scope_up(out);

  for (f_iter = fields.begin(); f_iter != fields.end(); ++f_iter) {

    indent(out) << ""case "" << (*f_iter)->get_key() << "":"";
    indent(out) << ""if (ftype == "" << type_to_enum((*f_iter)->get_type())
                << "") {"" << endl;

    indent_up();
    generate_deserialize_field(out, *f_iter, ""this."");
    indent_down();

    indent(out) << ""} else {"" << endl;

    indent(out) << ""  input.skip(ftype)"" << endl;

    out << indent() << ""}"" << endl << indent() << ""break"" << endl;
  }

  indent(out) << ""default:"" << endl;
  indent(out) << ""  input.skip(ftype)"" << endl;

  scope_down(out);

  indent(out) << ""input.readFieldEnd()"" << endl;

  scope_down(out);

  indent(out) << ""input.readStructEnd()"" << endl;

  indent(out) << ""return"" << endl;

  indent_down();
  out << indent() << ""}"" << endl << endl;
}"
dm7h-fpga-event-recorder-4e53bab/src/Logikanalysator/USB-TPLE/Microcontroller_Firmware/LUFA_Based/estick_firmware/LUFA090605/Demos/Host/MassStorageHost/Lib/MassStoreCommands.c	"Issues a SCSI Device Test Unit Ready command to the attached device, to determine if the device is ready to accept other commands."	1	"uint8_t MassStore_TestUnitReady(const uint8_t LUNIndex) {
  uint8_t ReturnCode = PIPE_RWSTREAM_NoError;

  SCSICommandBlock = (CommandBlockWrapper_t){
      .Header = {.Signature = CBW_SIGNATURE,
                 .Tag = MassStore_Tag,
                 .DataTransferLength = 0,
                 .Flags = COMMAND_DIRECTION_DATA_IN,
                 .LUN = LUNIndex,
                 .SCSICommandLength = 6},

      .SCSICommandData = {SCSI_CMD_TEST_UNIT_READY, 0x00, 0x00, 0x00, 0x00,
                          0x00}};

  MassStore_SendCommand();

  if ((ReturnCode = MassStore_GetReturnedStatus()) != PIPE_RWSTREAM_NoError) {
    Pipe_Freeze();
    return ReturnCode;
  }

  return PIPE_RWSTREAM_NoError;
}"
cmassiot-vlc-broadcast-de11815/src/text/unicode.c	"Look for an UTF-8 string within another one in a case-insensitive fashion. Beware that this is quite slow. Contrary to strcasestr(), this function works regardless of the system character encoding, and handles multibyte code points correctly."	2	"char *vlc_strcasestr(const char *haystack, const char *needle) {
  ssize_t s;

  do {
    const char *h = haystack, *n = needle;

    for (;;) {
      uint32_t cph, cpn;

      s = vlc_towc(n, &cpn);
      if (s == 0)
        return (char *)haystack;
      if (unlikely(s < 0))
        return NULL;
      n += s;

      s = vlc_towc(h, &cph);
      if (s <= 0 || towlower(cph) != towlower(cpn))
        break;
      h += s;
    }

    s = vlc_towc(haystack, &(uint32_t){0});
    haystack += s;
  } while (s != 0);

  return NULL;
}"
jperfetto-OpenPCR-1585d96/usb/LUFA101122/LUFA/Drivers/USB/Class/Host/StillImage.c	"Sends a given PIMA command to the attached device, filling out the PIMA command header's Transaction ID automatically."	0	"uint8_t SI_Host_SendCommand(USB_ClassInfo_SI_Host_t *const SIInterfaceInfo,
                            const uint16_t Operation, const uint8_t TotalParams,
                            uint32_t *const Params) {
  if ((USB_HostState != HOST_STATE_Configured) ||
      !(SIInterfaceInfo->State.IsActive))
    return HOST_SENDCONTROL_DeviceDisconnected;

  uint8_t ErrorCode;

  PIMA_Container_t PIMABlock = (PIMA_Container_t){
      .DataLength = PIMA_COMMAND_SIZE(TotalParams),
      .Type = PIMA_CONTAINER_CommandBlock,
      .Code = Operation,
  };

  memcpy(&PIMABlock.Params, Params, sizeof(uint32_t) * TotalParams);

  if ((ErrorCode = SI_Host_SendBlockHeader(SIInterfaceInfo, &PIMABlock)) !=
      PIPE_RWSTREAM_NoError)
    return ErrorCode;

  return PIPE_RWSTREAM_NoError;
}"
ossimlabs-ossim-e455b84/include/ossim/parallel/ossimJobThreadQueue.h	Sets the shared queue that this thread will be pulling jobs from	2	"*ossimJobThreadQueue allows one to instantiate a thread with a shared *queue
     .the thread will block if the queue is empty and will continue *to pop jobs
         off the queue calling the start method on the job
     .Once it *finishes the job it is disguarded and then the next job will be
         popped off the *queue.**@code *class TestJob : public ossimJob * {
  *public : *TestJob(){} * protected : *virtual void run() * {
    *ossim::Thread::sleepInSeconds(2);
    *
  }"
BurntSushi-openbox-multihead-4e7c884/obt/xqueue.c	"Begin listening for X events in the default GMainContext, and feed them to the registered callback functions, added with xqueue_add_callback()."	2	"void xqueue_listen(void) {
  GSource *source = g_source_new(&x_source_funcs, sizeof(struct x_source));
  struct x_source *x_source = (struct x_source *)source;
  GPollFD *pfd = &x_source->pfd;

  *pfd = (GPollFD){ConnectionNumber(obt_display), G_IO_IN, G_IO_IN};
  g_source_add_poll(source, pfd);
  g_source_attach(source, NULL);
}"
randyrossi-bmc64-c645676/third_party/vice-3.2/src/lib/libffmpeg/libavformat/utils.c	"Parse a packet, add all split parts to parse_queue."	2	"static int parse_packet(AVFormatContext *s, AVPacket *pkt, int stream_index) {
  AVPacket out_pkt = {0}, flush_pkt = {0};
  AVStream *st = s->streams[stream_index];
  uint8_t *data = pkt ? pkt->data : NULL;
  int size = pkt ? pkt->size : 0;
  int ret = 0, got_output = 0;

  if (!pkt) {
    av_init_packet(&flush_pkt);
    pkt = &flush_pkt;
    got_output = 1;
  } else if (!size && st->parser->flags & PARSER_FLAG_COMPLETE_FRAMES) {

    compute_pkt_fields(s, st, st->parser, pkt);
  }

  while (size > 0 || (pkt == &flush_pkt && got_output)) {
    int len;

    av_init_packet(&out_pkt);
    len = av_parser_parse2(st->parser, st->codec, &out_pkt.data, &out_pkt.size,
                           data, size, pkt->pts, pkt->dts, pkt->pos);

    pkt->pts = pkt->dts = AV_NOPTS_VALUE;
    pkt->pos = -1;

    data += len;
    size -= len;

    got_output = !!out_pkt.size;

    if (!out_pkt.size)
      continue;

    if (pkt->side_data) {
      out_pkt.side_data = pkt->side_data;
      out_pkt.side_data_elems = pkt->side_data_elems;
      pkt->side_data = NULL;
      pkt->side_data_elems = 0;
    }

    out_pkt.duration = 0;
    if (st->codec->codec_type == AVMEDIA_TYPE_AUDIO) {
      if (st->codec->sample_rate > 0) {
        out_pkt.duration = av_rescale_q_rnd(
            st->parser->duration, (AVRational){1, st->codec->sample_rate},
            st->time_base, AV_ROUND_DOWN);
      }
    }

    out_pkt.stream_index = st->index;
    out_pkt.pts = st->parser->pts;
    out_pkt.dts = st->parser->dts;
    out_pkt.pos = st->parser->pos;

    if (st->need_parsing == AVSTREAM_PARSE_FULL_RAW)
      out_pkt.pos = st->parser->frame_offset;

    if (st->parser->key_frame == 1 ||
        (st->parser->key_frame == -1 &&
         st->parser->pict_type == AV_PICTURE_TYPE_I))
      out_pkt.flags |= AV_PKT_FLAG_KEY;

    if (st->parser->key_frame == -1 &&
        st->parser->pict_type == AV_PICTURE_TYPE_NONE &&
        (pkt->flags & AV_PKT_FLAG_KEY))
      out_pkt.flags |= AV_PKT_FLAG_KEY;

    compute_pkt_fields(s, st, st->parser, &out_pkt);

    if (out_pkt.data == pkt->data && out_pkt.size == pkt->size) {
      out_pkt.buf = pkt->buf;
      pkt->buf = NULL;
#if FF_API_DESTRUCT_PACKET
      FF_DISABLE_DEPRECATION_WARNINGS
      out_pkt.destruct = pkt->destruct;
      pkt->destruct = NULL;
      FF_ENABLE_DEPRECATION_WARNINGS
#endif
    }
    if ((ret = av_dup_packet(&out_pkt)) < 0)
      goto fail;

    if (!add_to_pktbuf(&s->parse_queue, &out_pkt, &s->parse_queue_end)) {
      av_free_packet(&out_pkt);
      ret = AVERROR(ENOMEM);
      goto fail;
    }
  }

  if (pkt == &flush_pkt) {
    av_parser_close(st->parser);
    st->parser = NULL;
  }

fail:
  av_free_packet(pkt);
  return ret;
}"
field-FieldKit.cpp-a2e9d4f/include/fieldkit/math/Line.h	Calculates intersection and checks for parallel lines. Also checks that the intersection point is actually on the line segment p1 - p2	2	"Line2f() {
  p1 = Vec2f::zero();
  p2 = Vec2f::zero();
};

Line2f(Vec2f from, Vec2f to) : p1(from), p2(to){};

~Line2f(){};

bool findIntersection(Line2f const &line, Vec2f *result = NULL);

void set(Vec2f from, Vec2f to);

Vec2f getP1() { return p1; }
void setP1(Vec2f point) { p1 = point; }

Vec2f getP2() { return p2; }
void setP2(Vec2f point) { p2 = point; }

protected:
}
;
}"
PJK-libcbor-87f977e/src/cbor/maps.c	Create a new indefinite map	2	"cbor_item_t *cbor_new_indefinite_map() {
  cbor_item_t *item = _CBOR_MALLOC(sizeof(cbor_item_t));
  _CBOR_NOTNULL(item);

  *item = (cbor_item_t){
      .refcount = 1,
      .type = CBOR_TYPE_MAP,
      .metadata = {.map_metadata = {.allocated = 0,
                                    .type = _CBOR_METADATA_INDEFINITE,
                                    .end_ptr = 0}},
      .data = NULL};

  return item;
}"
PhilipZwanenburg-DPGSolver-b48e04b/src/simulation/visualization/visualization.c	Output the visualization of the specified computational element geometry in vtk xml format.	2	"(const char geom_type, const struct Simulation *sim,
 const bool use_test_case_path) {
  static char output_part[4 * STRLEN_MAX] = {
      0,
  };
  if (!use_test_case_path) {
    sprintf(output_part, ""%s%c"", ""geom_"", geom_type);
  } else {
    sprintf(output_part, ""%s%c%s%c%s%s"", sim->pde_name, '/', sim->pde_spec, '/',
            ""geom_e__"", extract_name(sim->ctrl_name_full, true));
  }

  const char *const output_name =
      set_output_name(VIS_SOFTWARE_PARAVIEW, output_part);

  static char *extension_part = ""vtu"";
  if (sim->mpi_rank == 0) {
    FILE *p_file =
        fopen_sp_output_file('p', output_name, extension_part, sim->mpi_rank);

    fprint_vtk_header_footer(p_file, true, 'h', ""UnstructuredGrid"");

    fprint_vtk_piece_geom(p_file, 'p', 's', geom_type, NULL, NULL);

    for (int i = 0; i < sim->mpi_size; ++i)
      fprintf(p_file, ""<Piece Source=\""%s_%d.vtu\""/>\n"",
              extract_name(output_part, false), i);
    fprintf(p_file, ""\n"");

    fprint_vtk_header_footer(p_file, true, 'f', ""UnstructuredGrid"");

    fclose(p_file);
  }

  FILE *s_file =
      fopen_sp_output_file('s', output_name, extension_part, sim->mpi_rank);

  fprint_vtk_header_footer(s_file, false, 'h', ""UnstructuredGrid"");
  for (struct Intrusive_Link *curr = sim->volumes->first; curr;
       curr = curr->next) {
    struct Volume *vol = (struct Volume *)curr;
    struct Solver_Volume *s_vol = (struct Solver_Volume *)curr;

    const struct Solver_Element *s_e = (struct Solver_Element *)vol->element;
    const struct Plotting_Element *p_e = &s_e->p_e;

    const int p = s_vol->p_ref;
    const struct Operator *cv0_vg_vp =
        (!vol->curved ? get_Multiarray_Operator(p_e->cv0_vgs_vp,
                                                (ptrdiff_t[]){0, 0, p, 1})
                      : get_Multiarray_Operator(p_e->cv0_vgc_vp,
                                                (ptrdiff_t[]){0, 0, p, p}));

    const struct const_Multiarray_d *g_coef = s_vol->geom_coef;
    const struct const_Multiarray_d *xyz_p =
        constructor_mm_NN1_Operator_const_Multiarray_d(
            cv0_vg_vp, g_coef, 'R', 'd', g_coef->order, NULL);

    fprint_vtk_piece_geom(s_file, 's', 's', geom_type, xyz_p, p_e->p_nodes[p]);
    fprint_vtk_piece_geom(s_file, 's', 'e', geom_type, NULL, NULL);

    destructor_const_Multiarray_d(xyz_p);
  }
  fprint_vtk_header_footer(s_file, false, 'f', ""UnstructuredGrid"");

  fclose(s_file);
}"
ARMmbed-mbed-cloud-client-377c6b8/update-client-hub/modules/manifest-manager/source/manifest-manager-api.c	The event handler is shared among all asynchronous calls. Walks the most recent manifest tree for validity of the tree and presence of the associated images	2	"arm_uc_error_t ARM_UC_mmInit(arm_uc_mmContext_t **mmCtx,
                             void (*event_handler)(uintptr_t),
                             const arm_pal_key_value_api *api) {
  arm_uc_error_t err = {ERR_NONE};
  if (mmCtx == NULL || *mmCtx == NULL) {
    return (arm_uc_error_t){MFST_ERR_NULL_PTR};
  }

  arm_uc_mmPersistentContext.ctx = mmCtx;
  arm_uc_mmPersistentContext.applicationEventHandler = event_handler;
  arm_uc_mmPersistentContext.testFSM = NULL;

  arm_uc_mmPersistentContext.applicationCallbackStorage.lock = 0;

  ARM_UC_PostCallback(&arm_uc_mmPersistentContext.applicationCallbackStorage,
                      event_handler, ARM_UC_MM_RC_DONE);

#if 0
    ARM_UC_mmCfStoreInit(api);

     
    arm_uc_mmContext_t *ctx = *mmCtx;
    ctx->init.state = ARM_UC_MM_INIT_BEGIN;

    err = ARM_UC_mmSetState(ARM_UC_MM_STATE_INIT);
    if (err.code != ERR_NONE) {
        return err;
    }
     
    ARM_UC_PostCallback(&ctx->init.callbackStorage, ARM_UC_mmCallbackFSMEntry, ARM_UC_MM_EVENT_BEGIN);
#endif
  return err;
}"
brenns10-cbot-2f21c1a/plugin/karma.c	"This function will locate an existing word in the karma array and return its index. If the word doesn't exist, it will copy it, add it to the karma array, set its karma to zero, and return its index."	2	"static size_t find_or_create_karma(const char *word) {
  ssize_t idx;
  if (karma == NULL) {
    karma = calloc(karma_alloc, sizeof(karma_t));
  }
  idx = find_karma(word);
  if (idx < 0) {
    if (nkarma == karma_alloc) {
      karma_alloc *= 2;
      karma = realloc(karma, karma_alloc * sizeof(karma_t));
    }
    idx = nkarma++;
    karma[idx] = (karma_t){.word = copy_string(word), .karma = 0};
  }
  return idx;
}"
AltSysrq-avalanche-a3f4bfd/bootstrap-runtime/src/runtime/avalanche/value.h	Returns the datum of the given ava_value interpreted as a string.	2	"static inline ava_string ava_value_str(ava_value v) {
  return (ava_string){.ascii9 = AVA_VALUE_SUB(v, 1)};
}"
darktable-org-darktable-32fab21/src/iop/splittoning.c	construct widget.	2	"void gui_init(struct dt_iop_module_t *self) {
  self->gui_data = malloc(sizeof(dt_iop_splittoning_gui_data_t));
  dt_iop_splittoning_gui_data_t *g =
      (dt_iop_splittoning_gui_data_t *)self->gui_data;
  dt_iop_splittoning_params_t *p = (dt_iop_splittoning_params_t *)self->params;

  int line = 0;
  self->widget = gtk_grid_new();
  GtkGrid *grid = GTK_GRID(self->widget);
  gtk_grid_set_row_spacing(grid, DT_BAUHAUS_SPACE);
  gtk_grid_set_column_spacing(grid, DT_BAUHAUS_SPACE);
  gtk_grid_set_column_homogeneous(grid, FALSE);
  dt_gui_add_help_link(self->widget, dt_get_help_url(self->op));

  float rgb[3];

  hsl2rgb(rgb, p->shadow_hue, p->shadow_saturation, 0.5f);
  GdkRGBA sh_color =
      (GdkRGBA){.red = rgb[0], .green = rgb[1], .blue = rgb[2], .alpha = 1.0};
  line = gui_init_tab(self, line, _(""shadows""), &g->colorpick1, &sh_color,
                      &g->gslider1, &g->gslider2);

  hsl2rgb(rgb, p->highlight_hue, p->highlight_saturation, 0.5f);
  GdkRGBA hi_color =
      (GdkRGBA){.red = rgb[0], .green = rgb[1], .blue = rgb[2], .alpha = 1.0};
  line = gui_init_tab(self, line, _(""highlights""), &g->colorpick2, &hi_color,
                      &g->gslider3, &g->gslider4);

  g->scale1 = dt_bauhaus_slider_new_with_range_and_feedback(
      self, 0.0, 100.0, 0.1, p->balance * 100.0, 2, 0);
  dt_bauhaus_slider_set_format(g->scale1, ""%.2f"");
  dt_bauhaus_slider_set_stop(g->scale1, 0.0f, 0.5f, 0.5f, 0.5f);
  dt_bauhaus_slider_set_stop(g->scale1, 1.0f, 0.5f, 0.5f, 0.5f);
  dt_bauhaus_widget_set_label(g->scale1, NULL, _(""balance""));
  gtk_widget_set_margin_top(g->scale1, 6 * DT_BAUHAUS_SPACE);
  gtk_grid_attach(grid, g->scale1, 0, line++, 2, 1);

  g->scale2 =
      dt_bauhaus_slider_new_with_range(self, 0.0, 100.0, 1.0, p->compress, 2);
  dt_bauhaus_slider_set_format(g->scale2, ""%.2f%%"");
  dt_bauhaus_widget_set_label(g->scale2, NULL, _(""compress""));
  gtk_grid_attach(grid, g->scale2, 0, line++, 2, 1);

  gtk_widget_set_tooltip_text(g->scale1,
                              _(""the balance of center of splittoning""));
  gtk_widget_set_tooltip_text(
      g->scale2,
      _(""compress the effect on highlights/shadows and\npreserve midtones""));

  g_signal_connect(G_OBJECT(g->gslider1), ""value-changed"",
                   G_CALLBACK(hue_callback), self);
  g_signal_connect(G_OBJECT(g->gslider3), ""value-changed"",
                   G_CALLBACK(hue_callback), self);

  g_signal_connect(G_OBJECT(g->gslider2), ""value-changed"",
                   G_CALLBACK(saturation_callback), self);
  g_signal_connect(G_OBJECT(g->gslider4), ""value-changed"",
                   G_CALLBACK(saturation_callback), self);

  g_signal_connect(G_OBJECT(g->scale1), ""value-changed"",
                   G_CALLBACK(balance_callback), self);
  g_signal_connect(G_OBJECT(g->scale2), ""value-changed"",
                   G_CALLBACK(compress_callback), self);

  g_signal_connect(G_OBJECT(g->colorpick1), ""color-set"",
                   G_CALLBACK(colorpick_callback), self);
  g_signal_connect(G_OBJECT(g->colorpick2), ""color-set"",
                   G_CALLBACK(colorpick_callback), self);

  dt_iop_init_picker(&g->color_picker, self, DT_COLOR_PICKER_POINT,
                     _iop_color_picker_get_set, _iop_color_picker_apply,
                     _iop_color_picker_update);
}"
AltSysrq-avalanche-a3f4bfd/bootstrap-runtime/src/runtime/-intrinsics/pasta.c	"Syntax: goto label label is a bareword. Semantics: Control immediately transfers into the block immediately following the matching label, which must be a symbol defined by a pasta structure which encloses the goto and is in the same function."	2	"ava_macro_subst_result ava_intr_goto_subst(
    const struct ava_symbol_s *self, ava_macsub_context *context,
    const ava_parse_statement *statement, const ava_parse_unit *provoker,
    ava_bool *consumed_other_statements) {
  ava_intr_goto *this;
  const ava_parse_unit *target_unit = NULL;
  ava_string target_name;

  AVA_MACRO_ARG_PARSE {
    AVA_MACRO_ARG_FROM_RIGHT_BEGIN {
      AVA_MACRO_ARG_CURRENT_UNIT(target_unit, ""target"");
      AVA_MACRO_ARG_BAREWORD(target_name, ""target"");
    }
  }

  this = AVA_NEW(ava_intr_goto);
  this->header.v = &ava_intr_goto_vtable;
  this->header.location = provoker->location;
  this->header.context = context;
  this->target_name = target_name;
  this->target_location = target_unit->location;

  return (ava_macro_subst_result){
      .status = ava_mss_done,
      .v = {.node = (ava_ast_node *)this},
  };
}"
trep-opentrep-0b6b813/opentrep/command/RequestInterpreter.cpp	Return the list of locations/places corresponding to the given IATA/ICAO codes or Geonames IDs.	2	"NbOfMatches_T getLocationList(const DBType &iSQLDBType,
                              const SQLDBConnectionString_T &iSQLDBConnStr,
                              const WordList_T &iCodeList,
                              LocationList_T &ioLocationList,
                              WordList_T &ioWordList) {
  NbOfMatches_T oNbOfMatches = 0;

  soci::session *lSociSession_ptr =
      DBManager::initSQLDBSession(iSQLDBType, iSQLDBConnStr);
  if (lSociSession_ptr == NULL) {
    std::ostringstream oStr;
    oStr << ""The "" << iSQLDBType.describe()
         << "" database is not accessible. Connection string: "" << iSQLDBConnStr
         << std::endl
         << ""Hint: launch the 'opentrep-dbmgr' program and ""
         << ""see the 'tutorial' command."";
    OPENTREP_LOG_ERROR(oStr.str());
    throw SQLDatabaseImpossibleConnectionException(oStr.str());
  }
  assert(lSociSession_ptr != NULL);

  for (WordList_T::const_iterator itWord = iCodeList.begin();
       itWord != iCodeList.end(); ++itWord) {
    const std::string &lWord = *itWord;

    const boost::regex lIATACodeExp(""^[[:alpha:]]{3}$"");
    const bool lMatchesWithIATACode = regex_match(lWord, lIATACodeExp);
    if (lMatchesWithIATACode == true) {

      const IATACode_T lIATACode(lWord);
      const bool lUniqueEntry = true;
      const NbOfDBEntries_T &lNbOfEntries = DBManager::getPORByIATACode(
          *lSociSession_ptr, lIATACode, ioLocationList, lUniqueEntry);
      oNbOfMatches += lNbOfEntries;
      continue;
    }

    const boost::regex lICAOCodeExp(""^([[:alpha:]]|[[:digit:]]){4}$"");
    const bool lMatchesWithICAOCode = regex_match(lWord, lICAOCodeExp);
    if (lMatchesWithICAOCode == true) {

      const ICAOCode_T lICAOCode(lWord);
      const NbOfDBEntries_T &lNbOfEntries = DBManager::getPORByICAOCode(
          *lSociSession_ptr, lICAOCode, ioLocationList);
      oNbOfMatches += lNbOfEntries;
      continue;
    }

    const boost::regex lGeoIDCodeExp(""^[[:digit:]]{1,11}$"");
    const bool lMatchesWithGeoID = regex_match(lWord, lGeoIDCodeExp);
    if (lMatchesWithGeoID == true) {
      try {

        const GeonamesID_T lGeonamesID =
            boost::lexical_cast<GeonamesID_T>(lWord);

        const NbOfDBEntries_T &lNbOfEntries = DBManager::getPORByGeonameID(
            *lSociSession_ptr, lGeonamesID, ioLocationList);
        oNbOfMatches += lNbOfEntries;

      } catch (boost::bad_lexical_cast &eCast) {
        OPENTREP_LOG_ERROR(""The Geoname ID ('"" << lWord
                                               << ""') cannot be understood."");
      }
    }
  }

  return oNbOfMatches;
}"
PhilipZwanenburg-DPGSolver-b48e04b/src/simulation/solvers/numerical_flux/numerical_flux_central_T.c	Set any normal numerical flux members which are provided directly from the boundary conditions.	2	"(const struct Numerical_Flux_Input_T *const num_flux_i,
 struct mutable_Numerical_Flux_T *const num_flux) {
  const bool *const c_m = num_flux_i->flux_i->compute_member;

  assert(c_m[0]);
  set_Numerical_Flux_Energy_member(num_flux->nnf, num_flux_i->bv_r.nf_E,
                                   (int[]){1, 1});

  const_cast_b(&num_flux_i->bv_r.nf_E_provided, false);
}"
cochrane-GLLara-91ed369/shared_simd/simd_functions.h	"Verteilt einen Float auf alle Elemente eines Vektors  Vor allem fr dynamische Daten, fr konstante Daten kann es sein, dass dies langsamer ist als (vec_float4) {a, a, a, a}"	2	"static inline vec_float4 simd_splatf(float a) {
#if defined(__PPU__)

  return vec_splat(a);
#elif defined(__SPU__)
  return spu_splat(a);
#elif defined(__NEON__)
  return vdupq_n_f32(a);
#elif defined(__SSE__)
  return _mm_set1_ps(a);
#else

  return (vec_float4){a, a, a, a};
#endif
}"
